review_id,brand,author,year,era,season,chain_len,n_distinct,entropy_bits,share__Outlining,share__Introducing,share__Highlighting,share__Evaluating
22,Sportmax,Armand Limnander,1999,1998,Spring,6,1,-0.0,1.0,0.0,0.0,0.0
23,Bruce,Armand Limnander,1999,1998,Spring,4,1,-0.0,1.0,0.0,0.0,0.0
24,Chloé,Armand Limnander,1999,1998,Spring,6,3,1.2516,0.6667,0.1667,0.1667,0.0
25,Louis Vuitton,Armand Limnander,1999,1998,Spring,9,2,0.7642,0.7778,0.2222,0.0,0.0
26,Jil Sander,By Armand Limnander,1999,1998,Spring,9,3,1.3921,0.4444,0.1111,0.4444,0.0
27,Betsey Johnson,Armand Limnander,1999,1998,Spring,7,3,1.4488,0.4286,0.0,0.4286,0.1429
28,Clements Ribeiro,Plum Sykes,1999,1998,Spring,6,2,0.65,0.8333,0.1667,0.0,0.0
29,Sonia Rykiel,Armand Limnander,1999,1998,Spring,7,2,0.5917,0.8571,0.1429,0.0,0.0
30,Robert Cary-Williams,Plum Sykes,1999,1998,Spring,16,4,0.9934,0.8125,0.0625,0.0625,0.0625
31,Christian Dior,Armand Limnander,1999,1998,Spring,6,2,0.9183,0.6667,0.0,0.3333,0.0
32,Donna Karan,Armand Limnander,1999,1998,Spring,5,2,0.7219,0.8,0.2,0.0,0.0
33,Blumarine,Armand Limnander,1999,1998,Spring,6,3,1.2516,0.6667,0.0,0.1667,0.1667
34,TSE,Armand Limnander,1999,1998,Spring,4,2,0.8113,0.75,0.25,0.0,0.0
35,Gianfranco Ferré,Armand Limnander,1999,1998,Spring,7,3,1.1488,0.7143,0.0,0.1429,0.1429
36,Burberry Prorsum,Plum Sykes,1999,1998,Spring,6,1,-0.0,1.0,0.0,0.0,0.0
37,Tristan Webber,Plum Sykes,1999,1998,Spring,11,3,0.8659,0.8182,0.0909,0.0909,0.0
38,Badgley Mischka,Armand Limnander,1999,1998,Spring,6,3,1.4591,0.1667,0.5,0.3333,0.0
39,Versace,Armand Limnander,1999,1998,Spring,7,2,0.5917,0.8571,0.1429,0.0,0.0
40,Balmain,Armand Limnander,1999,1998,Spring,5,2,0.7219,0.8,0.0,0.2,0.0
41,Anna Sui,Armand Limnander,1999,1998,Spring,7,3,1.3788,0.5714,0.1429,0.2857,0.0
42,Vivienne Tam,Armand Limnander,1999,1998,Spring,8,3,1.0613,0.75,0.125,0.125,0.0
43,Julien Macdonald,Plum Sykes,1999,1998,Spring,5,3,1.371,0.6,0.2,0.2,0.0
44,Strenesse,Armand Limnander,1999,1998,Spring,6,2,0.65,0.8333,0.0,0.0,0.1667
45,Ellen Tracy,Armand Limnander,1999,1998,Spring,6,3,1.4591,0.5,0.1667,0.3333,0.0
46,Dries Van Noten,Armand Limnander,1999,1998,Spring,8,3,1.2988,0.625,0.25,0.125,0.0
47,Alessandro Dell'Acqua,Armand Limnander,1999,1998,Spring,6,2,0.65,0.8333,0.0,0.1667,0.0
48,Saint Laurent,Armand Limnander,1999,1998,Spring,14,4,1.6106,0.5714,0.2143,0.1429,0.0714
49,Valentino,Armand Limnander,1999,1998,Spring,2,1,-0.0,1.0,0.0,0.0,0.0
50,Victor Alfaro,Armand Limnander,1999,1998,Spring,6,2,0.65,0.8333,0.1667,0.0,0.0
51,NYC 2000,Armand Limnander,1999,1998,Spring,5,3,1.371,0.6,0.2,0.2,0.0
52,Elspeth Gibson,Plum Sykes,1999,1998,Spring,6,2,0.65,0.8333,0.1667,0.0,0.0
53,BCBG Max Azria,Armand Limnander,1999,1998,Spring,7,2,0.8631,0.7143,0.2857,0.0,0.0
54,Daryl K,Armand Limnander,1999,1998,Spring,6,2,0.65,0.8333,0.1667,0.0,0.0
55,Max Mara,Armand Limnander,1999,1998,Spring,7,2,0.5917,0.8571,0.1429,0.0,0.0
56,Yohji Yamamoto,Armand Limnander,1999,1998,Spring,11,2,0.684,0.8182,0.1818,0.0,0.0
57,Ann Demeulemeester,Armand Limnander,1999,1998,Spring,4,1,-0.0,1.0,0.0,0.0,0.0
58,Vera Wang,Armand Limnander,1999,1998,Spring,5,2,0.971,0.6,0.0,0.4,0.0
59,Comme des Garçons,Armand Limnander,1999,1998,Spring,13,3,1.3347,0.6154,0.2308,0.1538,0.0
60,Martine Sitbon,Armand Limnander,1999,1998,Spring,5,2,0.7219,0.8,0.0,0.2,0.0
61,Ralph Lauren,Armand Limnander,1999,1998,Spring,8,3,1.4056,0.5,0.375,0.125,0.0
62,Philosophy,Armand Limnander,1999,1998,Spring,4,3,1.5,0.5,0.25,0.0,0.25
63,John Galliano,Armand Limnander,1999,1998,Spring,6,3,1.2516,0.6667,0.0,0.1667,0.1667
64,Emporio Armani,Armand Limnander,1999,1998,Spring,9,2,0.5033,0.8889,0.0,0.1111,0.0
65,Jeremy Scott,Armand Limnander,1999,1998,Spring,12,3,1.0409,0.75,0.1667,0.0833,0.0
66,Marc Jacobs,Armand Limnander,1999,1998,Spring,7,2,0.5917,0.8571,0.0,0.1429,0.0
67,Miu Miu,Armand Limnander,1999,1998,Spring,11,2,0.4395,0.9091,0.0,0.0909,0.0
68,DKNY,Armand Limnander,1999,1998,Spring,7,2,0.5917,0.8571,0.1429,0.0,0.0
69,Versus,Armand Limnander,1999,1998,Spring,6,1,-0.0,1.0,0.0,0.0,0.0
70,Lanvin,Armand Limnander,1999,1998,Spring,8,3,1.5,0.5,0.25,0.25,0.0
71,Alberta Ferretti,Armand Limnander,1999,1998,Spring,4,2,0.8113,0.75,0.25,0.0,0.0
72,Costume National,Armand Limnander,1999,1998,Spring,5,2,0.7219,0.8,0.2,0.0,0.0
73,Oscar de la Renta,Armand Limnander,1999,1998,Spring,5,1,-0.0,1.0,0.0,0.0,0.0
74,Moschino,Armand Limnander,1999,1998,Spring,4,2,0.8113,0.75,0.0,0.25,0.0
75,Randolph Duke,Armand Limnander,1999,1998,Spring,6,1,-0.0,1.0,0.0,0.0,0.0
76,Prada,Armand Limnander,1999,1998,Spring,10,3,1.1568,0.7,0.1,0.2,0.0
77,Matthew Williamson,Plum Sykes,1999,1998,Spring,2,1,-0.0,1.0,0.0,0.0,0.0
78,Lawrence Steele,Armand Limnander,1999,1998,Spring,7,3,1.1488,0.7143,0.1429,0.1429,0.0
79,Narciso Rodriguez,Armand Limnander,1999,1998,Spring,8,3,1.2988,0.625,0.25,0.0,0.125
80,Michael Kors,Armand Limnander,1999,1998,Spring,4,1,-0.0,1.0,0.0,0.0,0.0
81,Gucci,Armand Limnander,1999,1998,Spring,8,3,1.0613,0.75,0.125,0.125,0.0
82,Givenchy,Armand Limnander,1999,1998,Spring,4,1,-0.0,1.0,0.0,0.0,0.0
83,Bill Blass,Armand Limnander,1999,1998,Spring,5,1,-0.0,1.0,0.0,0.0,0.0
84,Nicole Miller,Armand Limnander,1999,1998,Spring,5,2,0.971,0.6,0.4,0.0,0.0
85,Susan Lazar,Armand Limnander,1999,1998,Spring,4,3,1.5,0.0,0.5,0.25,0.25
86,Balenciaga,Armand Limnander,1999,1998,Spring,6,3,1.585,0.3333,0.3333,0.0,0.3333
87,Ruffo Research,Armand Limnander,1999,1998,Spring,6,1,-0.0,1.0,0.0,0.0,0.0
88,Genny,Armand Limnander,1999,1998,Spring,6,4,1.9183,0.3333,0.1667,0.3333,0.1667
89,Carolina Herrera,Armand Limnander,1999,1998,Spring,7,3,1.3788,0.5714,0.2857,0.1429,0.0
90,Jean Paul Gaultier,Armand Limnander,1999,1998,Spring,7,3,1.3788,0.5714,0.2857,0.1429,0.0
91,Junya Watanabe,Armand Limnander,1999,1998,Spring,8,3,1.0613,0.75,0.125,0.125,0.0
92,Anna Molinari,Armand Limnander,1999,1998,Spring,8,3,1.0613,0.75,0.0,0.125,0.125
93,Cynthia Rowley,Armand Limnander,1999,1998,Spring,8,4,1.5488,0.625,0.125,0.125,0.125
94,Missoni,Armand Limnander,1999,1998,Spring,6,3,1.4591,0.5,0.1667,0.3333,0.0
95,Ungaro Couture,Armand Limnander,1999,1998,Spring,12,2,0.4138,0.9167,0.0833,0.0,0.0
96,Chalayan,Plum Sykes,1999,1998,Spring,14,3,0.9464,0.7857,0.1429,0.0714,0.0
97,TSE,Armand Limnander,2000,1998,Fall,5,2,0.7219,0.8,0.2,0.0,0.0
98,Calvin Klein Collection,Armand Limnander,2000,1998,Fall,8,3,1.2988,0.625,0.25,0.125,0.0
99,Martine Sitbon,Hamish Bowles,2000,1998,Fall,9,3,1.585,0.3333,0.0,0.3333,0.3333
100,Versus,Armand Limnander,2000,1998,Fall,10,4,1.3568,0.7,0.1,0.1,0.1
101,Krizia,Armand Limnander,2000,1998,Fall,9,4,1.6577,0.5556,0.1111,0.2222,0.1111
102,DKNY,Armand Limnander,2000,1998,Fall,6,1,-0.0,1.0,0.0,0.0,0.0
103,Thimister,Hamish Bowles,2000,1998,Fall,9,3,1.2244,0.6667,0.2222,0.1111,0.0
104,Alberta Ferretti,Armand Limnander,2000,1998,Fall,6,2,0.65,0.8333,0.1667,0.0,0.0
105,Chalayan,Plum Sykes,2000,1998,Fall,20,3,1.406,0.55,0.15,0.3,0.0
106,Alessandro Dell'Acqua,Armand Limnander,2000,1998,Fall,5,2,0.7219,0.8,0.0,0.0,0.2
107,Preen by Thornton Bregazzi,Plum Sykes,2000,1998,Fall,10,3,1.1568,0.7,0.0,0.2,0.1
108,Loewe,Hamish Bowles,2000,1998,Fall,12,4,1.2075,0.75,0.0833,0.0833,0.0833
109,Vivienne Tam,Armand Limnander,2000,1998,Fall,8,3,1.2988,0.625,0.125,0.25,0.0
110,Jean Paul Gaultier,Hamish Bowles,2000,1998,Fall,18,2,0.9641,0.6111,0.0,0.3889,0.0
111,Jean Colonna,Armand Limnander,2000,1998,Fall,6,2,0.9183,0.6667,0.0,0.3333,0.0
112,Bella Freud,Plum Sykes,2000,1998,Fall,15,3,1.053,0.7333,0.2,0.0667,0.0
113,Missoni,Armand Limnander,2000,1998,Fall,5,3,1.371,0.6,0.2,0.2,0.0
114,Prada,Armand Limnander,2000,1998,Fall,9,3,1.4355,0.5556,0.2222,0.0,0.2222
115,Balmain,Hamish Bowles,2000,1998,Fall,5,2,0.7219,0.8,0.0,0.2,0.0
116,Victor Alfaro,Armand Limnander,2000,1998,Fall,7,3,1.1488,0.7143,0.1429,0.1429,0.0
117,Clements Ribeiro,Plum Sykes,2000,1998,Fall,11,3,1.0958,0.7273,0.1818,0.0,0.0909
118,Saint Laurent,Hamish Bowles,2000,1998,Fall,11,4,1.2776,0.7273,0.0909,0.0909,0.0909
119,Lawrence Steele,Armand Limnander,2000,1998,Fall,10,2,0.8813,0.7,0.3,0.0,0.0
120,Julien Macdonald,Plum Sykes,2000,1998,Fall,5,3,1.371,0.6,0.0,0.2,0.2
121,Emporio Armani,Armand Limnander,2000,1998,Fall,4,2,0.8113,0.75,0.25,0.0,0.0
122,Costume National,Armand Limnander,2000,1998,Fall,6,2,0.65,0.8333,0.1667,0.0,0.0
123,Matthew Williamson,Plum Sykes,2000,1998,Fall,13,3,0.9913,0.7692,0.0769,0.0,0.1538
124,John Bartlett,Armand Limnander,2000,1998,Fall,5,2,0.971,0.6,0.4,0.0,0.0
125,Narciso Rodriguez,Armand Limnander,2000,1998,Fall,8,2,0.8113,0.75,0.25,0.0,0.0
126,Balenciaga,Armand Limnander,2000,1998,Fall,10,1,-0.0,1.0,0.0,0.0,0.0
127,Kenzo,Armand Limnander,2000,1998,Fall,12,3,1.5546,0.4167,0.25,0.3333,0.0
128,Dries Van Noten,Hamish Bowles,2000,1998,Fall,9,2,0.7642,0.7778,0.2222,0.0,0.0
129,Sonia Rykiel,Hamish Bowles,2000,1998,Fall,14,2,0.3712,0.9286,0.0714,0.0,0.0
130,Gianfranco Ferré,Armand Limnander,2000,1998,Fall,4,3,1.5,0.25,0.5,0.25,0.0
131,Genny,Armand Limnander,2000,1998,Fall,7,2,0.5917,0.8571,0.0,0.0,0.1429
132,Valentino,Hamish Bowles,2000,1998,Fall,16,4,1.5016,0.625,0.1875,0.0625,0.125
133,Fendi,Armand Limnander,2000,1998,Fall,12,4,1.2075,0.75,0.0833,0.0833,0.0833
134,Arkadius,Plum Sykes,2000,1998,Fall,17,3,0.8343,0.8235,0.0588,0.1176,0.0
135,BCBG Max Azria,Armand Limnander,2000,1998,Fall,5,2,0.971,0.6,0.0,0.4,0.0
136,Dolce & Gabbana,Armand Limnander,2000,1998,Fall,4,3,1.5,0.5,0.25,0.25,0.0
137,Louis Vuitton,Hamish Bowles,2000,1998,Fall,11,3,1.5395,0.4545,0.2727,0.2727,0.0
138,Chloé,Hamish Bowles,2000,1998,Fall,13,3,1.4605,0.4615,0.1538,0.3846,0.0
139,Roland Mouret,Plum Sykes,2000,1998,Fall,12,3,0.8167,0.8333,0.0833,0.0833,0.0
140,Marc Jacobs,Armand Limnander,2000,1998,Fall,7,3,1.5567,0.4286,0.2857,0.2857,0.0
141,Mark Eisen,Armand Limnander,2000,1998,Fall,6,2,0.65,0.8333,0.0,0.0,0.1667
142,Betsey Johnson,Armand Limnander,2000,1998,Fall,8,3,1.2988,0.625,0.125,0.25,0.0
143,Anna Sui,Armand Limnander,2000,1998,Fall,5,1,-0.0,1.0,0.0,0.0,0.0
144,Cerruti,Hamish Bowles,2000,1998,Fall,8,3,1.0613,0.75,0.125,0.125,0.0
145,Russell Sage,Plum Sykes,2000,1998,Fall,10,3,0.9219,0.8,0.1,0.1,0.0
146,Gucci,Armand Limnander,2000,1998,Fall,11,2,0.8454,0.7273,0.0,0.2727,0.0
147,Givenchy,Hamish Bowles,2000,1998,Fall,14,3,1.1981,0.6429,0.2857,0.0714,0.0
148,Luella,Plum Sykes,2000,1998,Fall,12,3,0.8167,0.8333,0.0833,0.0833,0.0
149,Miu Miu,By Armand Limnander,2000,1998,Fall,8,3,1.0613,0.75,0.0,0.125,0.125
150,Tommy Hilfiger,Armand Limnander,2000,1998,Fall,8,3,1.0613,0.75,0.0,0.125,0.125
151,Ann Demeulemeester,Armand Limnander,2000,1998,Fall,5,3,1.371,0.6,0.2,0.2,0.0
152,Tristan Webber,Plum Sykes,2000,1998,Fall,12,3,0.8167,0.8333,0.0,0.0833,0.0833
153,Helmut Lang,Armand Limnander,2000,1998,Fall,10,2,0.469,0.9,0.0,0.0,0.1
154,Elspeth Gibson,Plum Sykes,2000,1998,Fall,13,2,0.8905,0.6923,0.3077,0.0,0.0
155,Miguel Adrover,Armand Limnander,2000,1998,Fall,7,2,0.5917,0.8571,0.1429,0.0,0.0
156,Daryl K,Armand Limnander,2000,1998,Fall,7,3,1.1488,0.7143,0.1429,0.1429,0.0
157,Bottega Veneta,Armand Limnander,2000,1998,Fall,5,2,0.971,0.6,0.0,0.4,0.0
158,Badgley Mischka,Armand Limnander,2000,1998,Fall,10,1,-0.0,1.0,0.0,0.0,0.0
159,Bruce,Armand Limnander,2000,1998,Fall,10,2,0.469,0.9,0.1,0.0,0.0
160,Luca Luca,Armand Limnander,2000,1998,Fall,3,2,0.9183,0.6667,0.0,0.3333,0.0
161,Emanuel Ungaro,Hamish Bowles,2000,1998,Fall,11,3,1.0958,0.7273,0.1818,0.0,0.0909
162,Céline,Hamish Bowles,2000,1998,Fall,16,4,1.1863,0.75,0.0625,0.125,0.0625
163,Diane von Furstenberg,Armand Limnander,2000,1998,Fall,9,2,0.7642,0.7778,0.2222,0.0,0.0
164,Oscar de la Renta,Armand Limnander,2000,1998,Fall,7,2,0.8631,0.7143,0.2857,0.0,0.0
165,Pamela Dennis,Armand Limnander,2000,1998,Fall,4,2,0.8113,0.75,0.0,0.0,0.25
166,Christian Dior,Hamish Bowles,2000,1998,Fall,13,4,1.8843,0.3846,0.3077,0.1538,0.1538
167,Trussardi,Armand Limnander,2000,1998,Fall,6,1,-0.0,1.0,0.0,0.0,0.0
168,Giorgio Armani,Armand Limnander,2000,1998,Fall,8,3,1.4056,0.5,0.375,0.0,0.125
169,Burberry Prorsum,Plum Sykes,2000,1998,Fall,14,3,0.9464,0.7857,0.1429,0.0714,0.0
170,Eric Bergère,Hamish Bowles,2000,1998,Fall,10,4,1.571,0.6,0.1,0.1,0.2
171,Carolina Herrera,Armand Limnander,2000,1998,Fall,6,4,1.7925,0.5,0.1667,0.1667,0.1667
172,Robert Cary-Williams,Plum Sykes,2000,1998,Fall,18,3,0.9445,0.7778,0.1667,0.0556,0.0
173,Lanvin,By Hamish Bowles,2000,1998,Fall,16,4,1.1863,0.75,0.0625,0.125,0.0625
174,Jeremy Scott,Armand Limnander,2000,1998,Fall,10,3,1.371,0.6,0.2,0.2,0.0
175,Nicole Miller,Armand Limnander,2000,1998,Fall,3,2,0.9183,0.6667,0.3333,0.0,0.0
176,John Galliano,Hamish Bowles,2000,1998,Fall,14,3,1.2871,0.6429,0.1429,0.2143,0.0
177,Richard Tyler,Armand Limnander,2000,1998,Fall,4,4,2.0,0.25,0.25,0.25,0.25
178,Philosophy,Armand Limnander,2000,1998,Fall,7,4,1.6645,0.5714,0.1429,0.1429,0.1429
179,Wink,Armand Limnander,2000,1998,Fall,7,3,1.1488,0.7143,0.1429,0.1429,0.0
180,Randolph Duke,Armand Limnander,2000,1998,Fall,4,2,1.0,0.5,0.5,0.0,0.0
181,Boudicca,Plum Sykes,2000,1998,Fall,10,3,1.1568,0.7,0.0,0.1,0.2
182,Michael Kors,Armand Limnander,2000,1998,Fall,5,2,0.971,0.6,0.0,0.4,0.0
183,Halston,Armand Limnander,2000,1998,Fall,7,1,-0.0,1.0,0.0,0.0,0.0
184,Ruffo Research,Armand Limnander,2000,1998,Fall,7,3,1.1488,0.7143,0.1429,0.1429,0.0
185,Ralph Lauren,Armand Limnander,2000,1998,Fall,8,4,1.75,0.5,0.25,0.125,0.125
186,Donna Karan,Armand Limnander,2000,1998,Fall,10,2,0.7219,0.8,0.2,0.0,0.0
187,Vera Wang,Armand Limnander,2000,1998,Fall,8,2,0.9544,0.625,0.375,0.0,0.0
188,Cynthia Rowley,Armand Limnander,2000,1998,Fall,4,3,1.5,0.5,0.25,0.25,0.0
189,Tuleh,Armand Limnander,2000,1998,Fall,9,2,0.7642,0.7778,0.2222,0.0,0.0
190,Christian Lacroix,Hamish Bowles,2000,1998,Fall,13,3,0.9913,0.7692,0.0769,0.1538,0.0
191,Olivier Theyskens,Armand Limnander,2000,1998,Fall,7,2,0.5917,0.8571,0.0,0.1429,0.0
192,Yohji Yamamoto,Hamish Bowles,2000,1998,Fall,10,4,1.3568,0.7,0.1,0.1,0.1
193,Wink,Laird Borrelli,2000,1998,Spring,12,3,1.0409,0.75,0.1667,0.0833,0.0
194,Miu Miu,Armand Limnander,2000,1998,Spring,9,3,1.2244,0.6667,0.1111,0.2222,0.0
195,Kenzo,Armand Limnander,2000,1998,Spring,10,4,1.761,0.5,0.2,0.1,0.2
196,Miguel Adrover,Armand Limnander,2000,1998,Spring,12,3,1.1887,0.6667,0.25,0.0833,0.0
197,Arkadius,Armand Limnander,2000,1998,Spring,8,3,1.0613,0.75,0.125,0.125,0.0
198,Roland Mouret,Armand Limnander,2000,1998,Spring,11,3,1.3222,0.5455,0.3636,0.0909,0.0
199,Anna Sui,Armand Limnander,2000,1998,Spring,7,3,1.3788,0.5714,0.2857,0.1429,0.0
200,Cerruti,Armand Limnander,2000,1998,Spring,9,2,0.9183,0.6667,0.3333,0.0,0.0
201,Alexander McQueen,Armand Limnander,2000,1998,Spring,8,2,0.8113,0.75,0.25,0.0,0.0
202,Alexandre Matthieu,Armand Limnander,2000,1998,Spring,13,3,1.4605,0.3846,0.4615,0.1538,0.0
203,Christian Dior,Armand Limnander,2000,1998,Spring,10,3,1.361,0.5,0.1,0.4,0.0
204,Jil Sander,Armand Limnander,2000,1998,Spring,15,4,1.3753,0.6667,0.2,0.0667,0.0667
205,Chalayan,Armand Limnander,2000,1998,Spring,21,4,1.28,0.7143,0.0952,0.1429,0.0476
206,Jeremy Scott,Armand Limnander,2000,1998,Spring,13,3,0.7732,0.8462,0.0769,0.0769,0.0
207,Fendi,Armand Limnander,2000,1998,Spring,11,2,0.684,0.8182,0.0,0.1818,0.0
208,Ruffo Research,Armand Limnander,2000,1998,Spring,13,3,1.1982,0.6923,0.1538,0.1538,0.0
209,Alessandro Dell'Acqua,Armand Limnander,2000,1998,Spring,5,2,0.7219,0.8,0.2,0.0,0.0
210,Martine Sitbon,Armand Limnander,2000,1998,Spring,7,3,1.3788,0.5714,0.1429,0.2857,0.0
211,Betsey Johnson,Armand Limnander,2000,1998,Spring,5,1,-0.0,1.0,0.0,0.0,0.0
212,BCBG Max Azria,Armand Limnander,2000,1998,Spring,4,3,1.5,0.5,0.0,0.25,0.25
213,Diane von Furstenberg,Armand Limnander,2000,1998,Spring,7,2,0.5917,0.8571,0.1429,0.0,0.0
214,Gucci,Armand Limnander,2000,1998,Spring,12,3,1.1887,0.6667,0.25,0.0,0.0833
215,Carolina Herrera,Armand Limnander,2000,1998,Spring,10,3,1.1568,0.7,0.2,0.1,0.0
216,Luella,Armand Limnander,2000,1998,Spring,13,3,0.7732,0.8462,0.0769,0.0769,0.0
217,Balenciaga,By Armand Limnander,2000,1998,Spring,10,3,1.1568,0.7,0.1,0.2,0.0
218,Markus Lupfer,Armand Limnander,2000,1998,Spring,8,1,-0.0,1.0,0.0,0.0,0.0
219,Oscar de la Renta,Armand Limnander,2000,1998,Spring,12,3,1.2516,0.6667,0.1667,0.1667,0.0
220,Clements Ribeiro,Armand Limnander,2000,1998,Spring,13,3,0.9913,0.7692,0.0769,0.1538,0.0
221,Pamela Dennis,Laird Borrelli,2000,1998,Spring,10,3,1.1568,0.7,0.0,0.2,0.1
222,Cacharel,Armand Limnander,2000,1998,Spring,11,3,0.8659,0.8182,0.0,0.0909,0.0909
223,Bill Blass,Armand Limnander,2000,1998,Spring,11,2,0.4395,0.9091,0.0909,0.0,0.0
224,Valentino,Armand Limnander,2000,1998,Spring,11,2,0.4395,0.9091,0.0,0.0909,0.0
225,Helmut Lang,Armand Limnander,2000,1998,Spring,16,4,1.8496,0.4375,0.1875,0.25,0.125
226,Tuleh,Armand Limnander,2000,1998,Spring,11,3,1.0958,0.7273,0.1818,0.0909,0.0
227,Sophia Kokosalaki,Armand Limnander,2000,1998,Spring,8,2,0.5436,0.875,0.0,0.125,0.0
228,John Bartlett,Armand Limnander,2000,1998,Spring,11,4,1.2776,0.7273,0.0909,0.0909,0.0909
229,Versace,Armand Limnander,2000,1998,Spring,11,4,1.6858,0.5455,0.1818,0.1818,0.0909
230,Ann Demeulemeester,Armand Limnander,2000,1998,Spring,14,2,0.3712,0.9286,0.0,0.0714,0.0
231,Marni,Armand Limnander,2000,1998,Spring,5,2,0.7219,0.8,0.0,0.0,0.2
232,Missoni,Armand Limnander,2000,1998,Spring,7,2,0.5917,0.8571,0.0,0.1429,0.0
233,Lanvin,Armand Limnander,2000,1998,Spring,10,3,1.1568,0.7,0.0,0.2,0.1
234,Prada,Armand Limnander,2000,1998,Spring,10,4,1.3568,0.7,0.1,0.1,0.1
235,Callaghan,Armand Limnander,2000,1998,Spring,13,3,0.9913,0.7692,0.1538,0.0769,0.0
236,Louis Vuitton,Armand Limnander,2000,1998,Spring,14,3,1.1488,0.7143,0.1429,0.1429,0.0
237,John Galliano,Armand Limnander,2000,1998,Spring,22,4,1.4568,0.6364,0.1818,0.1364,0.0455
238,Russell Sage,Armand Limnander,2000,1998,Spring,9,3,1.2244,0.6667,0.2222,0.1111,0.0
239,Burberry Prorsum,Armand Limnander,2000,1998,Spring,15,3,1.1033,0.7333,0.1333,0.1333,0.0
240,Sally Penn,Laird Borrelli,2000,1998,Spring,4,2,0.8113,0.75,0.25,0.0,0.0
241,Imitation of Christ,Armand Limnander,2000,1998,Spring,15,4,1.6895,0.4667,0.3333,0.1333,0.0667
242,Donna Karan,Armand Limnander,2000,1998,Spring,9,3,1.4355,0.5556,0.2222,0.2222,0.0
243,Michael Kors,Armand Limnander,2000,1998,Spring,8,3,1.4056,0.5,0.125,0.375,0.0
244,Versus,Armand Limnander,2000,1998,Spring,9,2,0.5033,0.8889,0.1111,0.0,0.0
245,Bottega Veneta,Armand Limnander,2000,1998,Spring,5,3,1.5219,0.4,0.2,0.4,0.0
246,Gianfranco Ferré,Armand Limnander,2000,1998,Spring,8,3,1.2988,0.625,0.125,0.25,0.0
247,Viktor & Rolf,Armand Limnander,2000,1998,Spring,11,1,-0.0,1.0,0.0,0.0,0.0
248,Céline,Armand Limnander,2000,1998,Spring,13,2,0.7793,0.7692,0.2308,0.0,0.0
249,Sonia Rykiel,Armand Limnander,2000,1998,Spring,11,4,1.6767,0.4545,0.3636,0.0909,0.0909
250,Ungaro Couture,Armand Limnander,2000,1998,Spring,11,2,0.4395,0.9091,0.0,0.0909,0.0
251,Saint Laurent,Armand Limnander,2000,1998,Spring,11,4,1.2776,0.7273,0.0909,0.0909,0.0909
252,Christian Lacroix,Armand Limnander,2000,1998,Spring,10,3,1.2955,0.6,0.1,0.0,0.3
253,Cynthia Rowley,Laird Borrelli,2000,1998,Spring,10,1,-0.0,1.0,0.0,0.0,0.0
254,Antonio Berardi,Armand Limnander,2000,1998,Spring,9,2,0.7642,0.7778,0.2222,0.0,0.0
255,Matthew Williamson,Armand Limnander,2000,1998,Spring,11,3,1.0958,0.7273,0.0909,0.1818,0.0
